path	organism	taxa1	taxa2	taxa3	GenomeSize	Coding	GeneSize	AlternativeSplicingRatio
GCF_011100635.1_mTriVul1.pri	Trichosurus vulpecula	Mammals	Mammals	Vertebrate animals	3359347707	36564794	1189414171	1.7347
GCF_009663435.1_Callithrix_jacchus_cj1700_1.1	Callithrix jacchus	Mammals	Mammals	Vertebrate animals	2897824427	37194356	1479275076	5.07547
GCF_000364345.1_Macaca_fascicularis_5.0	Macaca fascicularis	Mammals	Mammals	Vertebrate animals	2946843737	34927329	1368964158	3.83274
GCF_003339765.1_Mmul_10	Macaca mulatta	Mammals	Mammals	Vertebrate animals	2971331530	36176778	1397253433	3.90969
GCF_008728515.1_Panubis1.0	Papio anubis	Mammals	Mammals	Vertebrate animals	2869821163	35850088	1427108418	4.33087
GCF_003255815.1_Tgel_1.0	Theropithecus gelada	Mammals	Mammals	Vertebrate animals	2889630685	34751377	1236277189	2.45429
GCF_008122165.1_Kamilah_GGO_v0	Gorilla gorilla gorilla	Mammals	Mammals	Vertebrate animals	3044872214	34606977	1270783030	2.67468
GCF_013052645.1_Mhudiblu_PPA_v0	Pan paniscus	Mammals	Mammals	Vertebrate animals	3051901337	37024769	1468528887	3.67188
GCF_002880755.1_Clint_PTRv2	Pan troglodytes	Mammals	Mammals	Vertebrate animals	3050398082	36750692	1462479805	4.77308
GCF_002880775.1_Susie_PABv2	Pongo abelii	Mammals	Mammals	Vertebrate animals	3065052215	34626905	1253100176	2.6234
GCF_000002285.5_Dog10K_Boxer_Tasha	Canis lupus familiaris	Mammals	Mammals	Vertebrate animals	2312802198	34489060	1336636441	3.63732
GCF_002007445.1_ASM200744v2	Ailuropoda melanoleuca	Mammals	Mammals	Vertebrate animals	2444077458	35744471	1140539146	2.99702
GCF_018350175.1_F.catus_Fca126_mat1.0	Felis catus	Mammals	Mammals	Vertebrate animals	2425747038	35943279	1503160173	4.48392
GCF_018350215.1_P.leo_Ple1_pat1.1	Panthera leo	Mammals	Mammals	Vertebrate animals	2297568983	33940426	1152846535	3.07214
GCF_018350195.1_P.tigris_Pti1_mat1.1	Panthera tigris	Mammals	Mammals	Vertebrate animals	2408695688	35116905	1195292413	3.08845
GCF_009762305.2_mZalCal1.pri.v2	Zalophus californianus	Mammals	Mammals	Vertebrate animals	2409685272	35531271	1171373339	3.4394
GCF_011762595.1_mTurTru1.mat.Y	Tursiops truncatus	Mammals	Mammals	Vertebrate animals	2378522213	33563163	1115944333	3.36881
GCF_002837175.2_ASM283717v2	Physeter catodon	Mammals	Mammals	Vertebrate animals	2512149402	33624664	1096327917	2.90799
GCF_009873245.2_mBalMus1.pri.v3	Balaenoptera musculus	Mammals	Mammals	Vertebrate animals	2374868943	33741698	1100512837	3.06213
GCF_016077325.2_ASM1607732v2	Equus asinus	Mammals	Mammals	Vertebrate animals	2431907375	36538237	1273043559	3.15132
GCF_002863925.1_EquCab3.0	Equus caballus	Mammals	Mammals	Vertebrate animals	2506966135	36382363	1193210226	3.70363
GCF_000003025.6_Sscrofa11.1	Sus scrofa	Mammals	Mammals	Vertebrate animals	2501912388	35553489	1389566276	3.70314
GCF_000803125.2_CamDro3	Camelus dromedarius	Mammals	Mammals	Vertebrate animals	2169363382	34460569	1131575781	3.0305
GCF_910594005.1_mCerEla1.1	Cervus elaphus	Mammals	Mammals	Vertebrate animals	2886603524	37651428	1237320235	3.04287
GCF_002263795.1_ARS-UCD1.2	Bos taurus	Mammals	Mammals	Vertebrate animals	2715853792	35716092	1217640405	3.61392
GCF_000247795.1_Bos_indicus_1.0	Bos indicus	Mammals	Mammals	Vertebrate animals	2673965444	32410319	987851653	2.00886
GCF_001704415.1_ARS1	Capra hircus	Mammals	Mammals	Vertebrate animals	2922813246	34991537	1091697781	2.43951
GCF_016772045.1_ARS-UI_Ramb_v2.0	Ovis aries	Mammals	Mammals	Vertebrate animals	2628146905	36014942	1171588402	3.47103
GCF_014633375.1_OchPri4.0	Ochotona princeps	Mammals	Mammals	Vertebrate animals	2231492728	31331472	835214883	1.64797
GCF_000003625.3_OryCun2.0	Oryctolagus cuniculus	Mammals	Mammals	Vertebrate animals	2737462810	32873798	1090216822	2.13595
GCF_003668045.3_CriGri-PICRH-1.0	Cricetulus griseus	Mammals	Mammals	Vertebrate animals	2366634374	36279403	925869602	2.5222
GCF_004664715.2_UCI_PerLeu_2.1	Peromyscus leucopus	Mammals	Mammals	Vertebrate animals	2475180836	36639424	1033479850	2.63621
GCF_003704035.1_HU_Pman_2.1.3	Peromyscus maniculatus bairdii	Mammals	Mammals	Vertebrate animals	2512439762	36224490	1153416665	2.98347
GCF_900094665.1_CAROLI_EIJ_v1.1	Mus caroli	Mammals	Mammals	Vertebrate animals	2553128900	35052177	1020377638	2.80871
GCF_000001635.27_GRCm39	Mus musculus	Mammals	Mammals	Vertebrate animals	2728223986	36366318	1317691075	5.15747
GCF_900095145.1_PAHARI_EIJ_v1.1	Mus pahari	Mammals	Mammals	Vertebrate animals	2475012951	34374867	962869834	2.51597
GCF_015227675.2_mRatBN7.2	Rattus norvegicus	Mammals	Mammals	Vertebrate animals	2647915728	36833332	1184993068	4.25176
GCF_011064425.1_Rrattus_CSIRO_v1	Rattus rattus	Mammals	Mammals	Vertebrate animals	2382787281	34773807	886643305	1.78604
GCF_009731565.1_Dplex_v4	Danaus plexippus plexippus	Arthropods	Arthropods	Invertebrate animals	248676414	20750722	140210141	1.66033
GCF_012275295.1_bMelUnd1.mat.Z	Melopsittacus undulatus	Aves	Aves	Vertebrate animals	1171617451	29370298	555480846	1.85988
GCF_003713225.1_Cara_1.0	Coffea arabica	Flowering plants	Flowering plants	Viridiplantae	1094446607	61659269	204877480	1.56542
GCF_011074865.1_ASM1107486v2	Brettanomyces nanus	Fungi	Fungi	Fungi	10186858	7383822	7650299	1.00000
GCF_000002295.2_MonDom5	Monodelphis domestica	Mammals	Mammals	Vertebrate animals	3598443077	35804660	1685602772	2.64563
GCF_016802725.1_UNIL_Sinv_3.0	Solenopsis invicta	Arthropods	Arthropods	Invertebrate animals	378101515	24616663	279697814	2.57871
GCF_000025625.1_ASM2562v1	Natrialba magadii ATCC 43099	Archaea	Archaea	Archaea	4443643	3635058	3662843	1.00058
GCF_000007225.1_ASM722v1	Pyrobaculum aerophilum str. IM2	Archaea	Archaea	Archaea	2222430	1928228	1949745	1.00494
GCF_000005505.3_Brachypodium_distachyon_v3.0	Brachypodium distachyon	Flowering plants	Flowering plants	Viridiplantae	271298618	34373794	109329178	1.57289
GCF_007655135.1_ASM765513v2	Punica granatum	Flowering plants	Flowering plants	Viridiplantae	320494280	31913141	89022328	1.66075
GCF_000237345.1_ASM23734v1	Naumovozyma castellii CBS 4309	Fungi	Fungi	Fungi	11219539	8315893	8397784	1.00002
GCF_000227115.2_ASM22711v2	Naumovozyma dairenensis CBS 421	Fungi	Fungi	Fungi	13527580	8618402	8696931	1.00002
GCF_002079055.1_ASM207905v1	Saccharomyces paradoxus	Fungi	Fungi	Fungi	12092683	8364263	8449542	1.00000
GCF_015220235.1_mChoDid1.pri	Choloepus didactylus	Mammals	Mammals	Vertebrate animals	3214702648	37860694	1364170497	2.81725
GCF_000277815.2_ASM27781v3	Encephalitozoon hellem ATCC 50504	Fungi	Fungi	Fungi	2251784	1981715	2016003	1.00018
GCF_001406875.1_SPENNV200	Solanum pennellii	Flowering plants	Flowering plants	Viridiplantae	926426464	34592028	141884598	1.55114
GCF_013340165.1_LBDM_Dsuz_2.1.pri	Drosophila suzukii	Arthropods	Arthropods	Invertebrate animals	268012156	24576996	121682650	2.20198
GCF_019176455.1_IFAPA_SoseM_1	Solea senegalensis	Actinoperi	Actinoperi	Vertebrate animals	603535267	42481421	395261803	2.1626
GCF_000002515.2_ASM251v1	Kluyveromyces lactis	Fungi	Fungi	Fungi	10730647	7388969	7501459	1.0001
GCF_002201575.2_ASM220157v2	Neomonachus schauinslandi	Mammals	Mammals	Vertebrate animals	2419443398	32966902	929442675	1.80526
GCF_902362185.1_fChaCha1.1	Chanos chanos	Actinoperi	Actinoperi	Vertebrate animals	656929047	41726306	330411211	1.29596
GCF_902806645.1_cgigas_uk_roslin_v1	Crassostrea gigas	Molluscs	Molluscs	Invertebrate animals	647887097	51835572	419898358	2.44065
GCF_000208865.1_ASM20886v2	Neospora caninum Liverpool	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	57547420	17792974	34282912	1.00004
GCF_002355655.1_ASM235565v1	Halorubrum trapanicum	Archaea	Archaea	Archaea	3080199	2622512	2647107	1.00058
GCF_000328685.1_ASM32868v1	Natronococcus occultus SP4	Archaea	Archaea	Archaea	4314118	3589343	3619609	1.00064
GCF_000013725.1_ASM1372v1	Methanococcoides burtonii DSM 6242	Archaea	Archaea	Archaea	2575032	2094373	2117935	1.00111
GCF_000195935.2_ASM19593v2	Pyrococcus abyssi GE5	Archaea	Archaea	Archaea	1768562	1618049	1638552	1.00477
GCF_009730915.1_TDr96_F1_v2_PseudoChromosome.rev07_lg8_w22_25.fasta	Dioscorea cayenensis subsp. rotundata	Flowering plants	Flowering plants	Viridiplantae	584308608	31439076	106061608	1.41525
GCF_000612285.1_Gossypium_arboreum_v1.0	Gossypium arboreum	Flowering plants	Flowering plants	Viridiplantae	1694597732	44626711	130366525	1.45473
GCF_000327365.1_Graimondii2_0	Gossypium raimondii	Flowering plants	Flowering plants	Viridiplantae	761565430	45115939	163063987	1.79522
GCF_000003745.3_12X	Vitis vinifera	Flowering plants	Flowering plants	Viridiplantae	486196837	34907492	181563803	1.75396
GCF_011075055.1_CATAS_Mindica_2.1	Mangifera indica	Flowering plants	Flowering plants	Viridiplantae	391961648	44085653	140517897	1.77217
GCF_011750605.1_ASM1175060v1	Drosophila busckii	Arthropods	Arthropods	Invertebrate animals	118492362	21010048	71649125	1.77795
GCF_017562075.2_AmerM5.1	Anopheles merus	Arthropods	Arthropods	Invertebrate animals	294379759	25005385	167665393	2.73413
GCF_013141755.1_UCI_ANSTEP_V1.0	Anopheles stephensi	Arthropods	Arthropods	Invertebrate animals	243460342	23500816	161051053	3.10425
GCF_000214255.1_Bter_1.0	Bombus terrestris	Arthropods	Arthropods	Invertebrate animals	248654244	18472537	185126229	2.39888
GCF_014466175.1_ASM1446617v1	Vespula pensylvanica	Arthropods	Arthropods	Invertebrate animals	179370016	18385939	147588319	2.97745
GCF_014858855.1_ASM1485885v1	Bufo gargarizans	Amphibians	Amphibians	Vertebrate animals	4545482719	37707598	1549409231	2.13269
GCF_003369695.1_UOA_Brahman_1	Bos indicus x Bos taurus	Mammals	Mammals	Vertebrate animals	2680953056	35666035	1214764829	3.24497
GCF_000165445.2_Mmur_3.0	Microcebus murinus	Mammals	Mammals	Vertebrate animals	2487409138	35131539	1250699459	3.54008
GCF_002922805.2_ASM292280v2	Oryzias melastigma	Actinoperi	Actinoperi	Vertebrate animals	778703520	41293140	503828747	2.24997
GCF_901000725.2_fTakRub1.2	Takifugu rubripes	Actinoperi	Actinoperi	Vertebrate animals	384126662	40123852	262076293	2.57937
GCF_018687715.1_C.illinoinensisPawnee_v1	Carya illinoinensis	Flowering plants	Flowering plants	Viridiplantae	674433157	43096075	175592357	1.91836
GCF_019457755.1_ASM1945775v1	Venturia canescens	Arthropods	Arthropods	Invertebrate animals	290760430	21544538	194632415	2.39607
GCF_020080835.1_MPM_Cglom_v2.3	Cotesia glomerata	Arthropods	Arthropods	Invertebrate animals	288846213	23118121	189837408	2.28493
GCF_001444195.1_X_couchianus-1.0	Xiphophorus couchianus	Actinoperi	Actinoperi	Vertebrate animals	688541509	42128983	498991155	2.62908
GCF_000091025.4_ASM9102v4	Eremothecium gossypii ATCC 10895	Fungi	Fungi	Fungi	9119312	7014133	7336792	1.00008
GCF_012273895.1_Zerene_cesonia_1.1	Zerene cesonia	Arthropods	Arthropods	Invertebrate animals	266405969	19687936	175625611	1.71092
GCF_019740435.1_SWU_Gaff_1.0	Gambusia affinis	Actinoperi	Actinoperi	Vertebrate animals	680166006	42481846	484988472	2.53054
GCF_019393635.1_mDroGli1.pri	Dromiciops gliroides	Mammals	Mammals	Vertebrate animals	3303199800	36428651	1387331291	2.28487
GCF_001040885.1_S_ratti_ED321	Strongyloides ratti	Nematodes	Nematodes	Invertebrate animals	43150242	17481173	21547199	1.00009
GCF_013339695.1_ASM1333969v1	Rhipicephalus sanguineus	Arthropods	Arthropods	Invertebrate animals	2365540030	32359831	894470226	1.49111
GCF_018492685.1_fAloSap1.pri	Alosa sapidissima	Actinoperi	Actinoperi	Vertebrate animals	903581644	47404035	606941205	2.56984
GCF_000149405.2_ASM14940v2	Thalassiosira pseudonana CCMP1335	Diatoms	Unicellular Eukaryotes	Unicellular Eukaryotes	32437365	17461377	20431664	1.00007
GCF_020631705.1_ASM2063170v1.1	Daphnia magna	Arthropods	Arthropods	Invertebrate animals	161467056	27334190	83291843	1.85711
GCF_008632895.1_UCSF_Mcou_1	Mastomys coucha	Mammals	Mammals	Vertebrate animals	2507184835	34363302	1114443055	3.4406
GCF_018200015.1_ASM1820001v1	Haloarcula sinaiiensis ATCC 33800	Archaea	Archaea	Archaea	4537128	3806387	3847679	1.00089
GCF_018228765.1_ASM1822876v1	Halorubrum sodomense	Archaea	Archaea	Archaea	3021820	2444123	2461951	1.00059
GCF_014969745.1_ASM1496974v1	Haloferax gibbonsii	Archaea	Archaea	Archaea	3996244	3435377	3455941	1.00069
GCF_003576645.1_ASM357664v1	Ipomoea triloba	Flowering plants	Flowering plants	Viridiplantae	461989178	42015782	124254183	1.4488
GCF_019609905.1_ASM1960990v1	Fusarium poae	Fungi	Fungi	Fungi	44000513	19666482	21948004	1.00000
GCF_009829155.1_mMusErm1.Pri	Mustela erminea	Mammals	Mammals	Vertebrate animals	2445217270	36067952	1244808480	3.58288
GCF_001649575.2_ASM164957v2	Kryptolebias marmoratus	Actinoperi	Actinoperi	Vertebrate animals	680655669	40688708	455666007	2.36425
GCF_016509475.1_Fcat_Pben_1.1_paternal_pri	Prionailurus bengalensis	Mammals	Mammals	Vertebrate animals	2435718761	34763632	1131404411	3.21991
GCF_006229205.1_meerkat_22Aug2017_6uvM2_HiC	Suricata suricatta	Mammals	Mammals	Vertebrate animals	2353578744	33155871	1086310463	2.41765
GCF_000185945.1_ASM18594v1	Cryptococcus gattii WM276	Fungi	Fungi	Fungi	18374760	10174242	12408607	1.00004
GCF_000970145.1_ASM97014v1	Methanosarcina siciliae C2J	Archaea	Archaea	Archaea	5427890	3825335	3853133	1.00129
GCF_014529535.1_BU_Bcop_v1	Bradysia coprophila	Arthropods	Arthropods	Invertebrate animals	309728657	26784487	197753127	2.11227
GCF_903995425.1_mOncTor1.1	Onychomys torridus	Mammals	Mammals	Vertebrate animals	2468394440	35017639	978105808	2.47517
GCF_016808335.1_P.virgatum_v5	Panicum virgatum	Flowering plants	Flowering plants	Viridiplantae	1129997604	71453487	261239585	1.63196
GCF_003052125.1_ASM305212v1	Methanococcus maripaludis	Archaea	Archaea	Archaea	1737606	1528155	1543683	1.00064
GCF_019669925.1_ASM1966992v1	Methanobrevibacter arboriphilus	Archaea	Archaea	Archaea	2393271	1802358	1818142	1.00062
GCF_002761295.1_ASM276129v1	Methanohalophilus portucalensis	Archaea	Archaea	Archaea	2084975	1817248	1834999	1.00102
GCF_000217995.1_ASM21799v1	Methanosalsum zhilinae DSM 4017	Archaea	Archaea	Archaea	2138444	1817972	1840010	1.0009
GCF_005870125.1_lonStrDom2	Lonchura striata domestica	Aves	Aves	Vertebrate animals	1060269806	27846578	580914162	2.22178
GCF_000143535.2_ASM14353v4	Botrytis cinerea B05.10	Fungi	Fungi	Fungi	42630066	17430912	26482528	1.16436
GCF_907165205.1_icCocSept1.1	Coccinella septempunctata	Arthropods	Arthropods	Invertebrate animals	398849173	23545749	245689618	1.81288
GCF_003201835.2_ASM320183v2	Acidianus brierleyi	Archaea	Archaea	Archaea	2947244	2427106	2451482	1.00504
GCF_009729035.1_ASM972903v1	Stygiolobus azoricus	Archaea	Archaea	Archaea	1987069	1747477	1770118	1.00553
GCF_002220235.1_ASM222023v1	Bathycoccus prasinos	Green algae	Green algae	Viridiplantae	15074320	12363212	12644308	1.00000
GCF_008692025.1_mPhoSin1.pri	Phocoena sinus	Mammals	Mammals	Vertebrate animals	2371524154	33437755	1089105969	3.06358
GCF_013402915.1_ASM1340291v1	Zygotorulaspora mrakii	Fungi	Fungi	Fungi	10450160	7574846	7663559	1.00003
GCF_009389715.1_palm_55x_up_171113_PBpolish2nd_filt_p	Phoenix dactylifera	Flowering plants	Flowering plants	Viridiplantae	773189301	39355261	250131391	1.76833
GCF_000026945.1_ASM2694v1	Candida dubliniensis CD36	Fungi	Fungi	Fungi	14618422	8917325	8995489	1.00028
GCF_015220715.1_fPygNat1.pri	Pygocentrus nattereri	Actinoperi	Actinoperi	Vertebrate animals	1222050449	46414262	765464941	2.45457
GCF_000017185.1_ASM1718v1	Methanococcus aeolicus Nankai-3	Archaea	Archaea	Archaea	1569500	1312435	1327567	1.00051
GCF_000245235.1_ASM24523v2	Sulfolobus islandicus M.16.43	Archaea	Archaea	Archaea	2589840	2146949	2169872	1.00514
GCF_003676215.2_ASM367621v3	Rhopalosiphum maidis	Arthropods	Arthropods	Invertebrate animals	326023155	19358256	172391001	1.82621
GCF_015227805.1_bHirRus1.pri.v2	Hirundo rustica	Aves	Aves	Vertebrate animals	1105955550	28153148	581494517	2.94324
GCF_016881025.1_HiC_Itri_2	Ictidomys tridecemlineatus	Mammals	Mammals	Vertebrate animals	2478965571	34737649	1113097630	3.29027
GCF_001266655.1_ASM126665v1	Metallosphaera sedula	Archaea	Archaea	Archaea	2191533	1919505	1940593	1.00496
GCF_000230715.2_ASM23071v3	Natronobacterium gregoryi SP2	Archaea	Archaea	Archaea	3788356	3090368	3114375	1.00071
GCF_000235365.1_ASM23536v1	Eremothecium cymbalariae DBVPG#7215	Fungi	Fungi	Fungi	9669424	6473464	7115771	1.00003
GCF_015832195.1_Motacilla_alba_V1.0_pri	Motacilla alba alba	Aves	Aves	Vertebrate animals	1072670728	28819245	601799997	3.64476
GCF_005222525.1_ASM522252v1	Metallosphaera prunae	Archaea	Archaea	Archaea	2202576	1936409	1959736	1.00501
GCF_013358895.1_ZZ_aureus	Oreochromis aureus	Actinoperi	Actinoperi	Vertebrate animals	1005575223	47881996	553685296	2.0407
GCF_014133895.1_ASM1413389v1	Torulaspora globosa	Fungi	Fungi	Fungi	9281121	7191425	7240204	1.0001
GCF_003713205.1_Ceug_1.0	Coffea eugenioides	Flowering plants	Flowering plants	Viridiplantae	699903961	40891056	127161290	1.32159
GCF_001879085.1_NIATTr2	Nicotiana attenuata	Flowering plants	Flowering plants	Viridiplantae	2365682703	41017882	167054030	1.38977
GCF_002214585.1_ASM221458v1	Thermococcus profundus	Archaea	Archaea	Archaea	2043143	1848390	1866125	1.00281
GCF_000011185.1_ASM1118v1	Thermoplasma volcanium GSS1	Archaea	Archaea	Archaea	1584804	1345611	1359620	1.00279
GCF_001411555.2_Walnut_2.0	Juglans regia	Flowering plants	Flowering plants	Viridiplantae	572946670	41529857	168078227	1.58961
GCF_020740685.1_mJacJac1.mat.Y.cur	Jaculus jaculus	Mammals	Mammals	Vertebrate animals	2863865261	34846646	1160311585	2.60125
GCF_000504565.1_ASM50456v2	Haloarcula hispanica N601	Archaea	Archaea	Archaea	3901495	3348214	3374413	1.00083
GCF_000442705.1_EG5	Elaeis guineensis	Flowering plants	Flowering plants	Viridiplantae	1535178229	35146015	249447204	1.75236
GCF_902827115.1_fPseGeo1.1	Pseudochaenichthys georgianus	Actinoperi	Actinoperi	Vertebrate animals	1026101545	40721874	522309179	1.85548
GCF_013347765.1_ASM1334776v1	Scophthalmus maximus	Actinoperi	Actinoperi	Vertebrate animals	556696898	40536956	407512652	2.52565
GCF_001592435.1_ASM159243v1	Thermococcus peptonophilus	Archaea	Archaea	Archaea	1896106	1687672	1703921	1.00303
GCF_000011105.1_ASM1110v1	Pyrococcus horikoshii OT3	Archaea	Archaea	Archaea	1738505	1560850	1580504	1.00447
GCF_002214465.1_ASM221446v1	Thermococcus barossii	Archaea	Archaea	Archaea	1922421	1762019	1780087	1.00299
GCF_000147875.1_ASM14787v1	Methanolacinia petrolearia DSM 11571	Archaea	Archaea	Archaea	2843290	2464667	2484939	1.00159
GCF_000015145.1_ASM1514v1	Hyperthermus butylicus DSM 5456	Archaea	Archaea	Archaea	1667163	1375000	1392868	1.00488
GCF_000223395.1_ASM22339v1	Pyrolobus fumarii 1A	Archaea	Archaea	Archaea	1843267	1598376	1618575	1.00539
GCF_014962245.1_ASM1496224v1	Thermosphaera aggregans	Archaea	Archaea	Archaea	1305106	1194067	1207982	1.00343
GCF_001481685.1_ASM148168v1	Ignicoccus islandicus DSM 13165	Archaea	Archaea	Archaea	1394664	1247676	1266552	1.00539
GCF_000025505.1_ASM2550v1	Ferroglobus placidus DSM 10642	Archaea	Archaea	Archaea	2196266	1995451	2017649	1.00538
GCF_002214605.1_ASM221460v1	Thermococcus chitonophagus	Archaea	Archaea	Archaea	1961979	1759845	1780011	1.00497
GCF_008692095.1_UIUC_Espe_1.0	Etheostoma spectabile	Actinoperi	Actinoperi	Vertebrate animals	854806606	40377195	561493356	2.58567
GCF_018873765.1_Tspe_v1	Telopea speciosissima	Flowering plants	Flowering plants	Viridiplantae	823061212	36861784	339977594	1.53024
GCF_000151105.2_ASM15110v2	Thermococcus barophilus MP	Archaea	Archaea	Archaea	2064237	1877998	1895427	1.00323
GCF_000011125.1_ASM1112v1	Aeropyrum pernix K1	Archaea	Archaea	Archaea	1669696	1471831	1490281	1.0039
GCF_900007375.1_ASM90000737v1	Fusarium venenatum	Fungi	Fungi	Fungi	38660186	19270295	21461866	1.00262
GCF_900634415.1_fCotGob3.1	Cottoperca gobio	Actinoperi	Actinoperi	Vertebrate animals	609391784	38427225	380887472	1.98012
GCF_000023965.1_ASM2396v1	Halomicrobium mukohataei DSM 12286	Archaea	Archaea	Archaea	3332349	2860692	2884346	1.0008
GCF_000184155.1_FraVesHawaii_1.0	Fragaria vesca subsp. vesca	Flowering plants	Flowering plants	Viridiplantae	214373013	32284134	87537124	1.34581
GCF_000194625.1_ASM19462v1	Archaeoglobus veneficus SNP6	Archaea	Archaea	Archaea	1901943	1698557	1715368	1.00348
GCF_000146465.1_ASM14646v1	Encephalitozoon intestinalis ATCC 50506	Fungi	Fungi	Fungi	2216898	1986030	2013791	1.00027
GCF_002813695.1_ASM281369v1	Methanobacterium subterraneum	Archaea	Archaea	Archaea	2515817	2039964	2057553	1.00087
GCF_004115265.1_mRhiFer1_v1.p	Rhinolophus ferrumequinum	Mammals	Mammals	Vertebrate animals	2075768562	33885542	984758131	2.95271
GCF_003957565.2_bTaeGut1.4.pri	Taeniopygia guttata	Aves	Aves	Vertebrate animals	1056271262	30221454	613060756	3.09303
GCF_018398675.1_ASM1839867v1	Coregonus clupeaformis	Actinoperi	Actinoperi	Vertebrate animals	2682612311	68460391	1176124992	1.90473
GCF_000247815.1_FicAlb1.5	Ficedula albicollis	Aves	Aves	Vertebrate animals	1118343587	27273463	526261978	1.87174
GCF_016617805.1_CSIRO_BtryS06_freeze2	Bactrocera tryoni	Arthropods	Arthropods	Invertebrate animals	570658800	23720177	255786473	2.0822
GCF_010692885.1_ASM1069288v1	Halogeometricum borinquense	Archaea	Archaea	Archaea	3994321	3371750	3387672	1.00076
GCF_011762505.1_mArvNil1.pat.X	Arvicanthis niloticus	Mammals	Mammals	Vertebrate animals	2496761438	36588418	922075177	2.04828
GCF_007474595.2_mLynCan4.pri.v2	Lynx canadensis	Mammals	Mammals	Vertebrate animals	2407810255	33894785	1035683201	2.43872
GCF_007565055.1_ASM756505v1	Rhinopithecus roxellana	Mammals	Mammals	Vertebrate animals	3038477066	35514818	1262501252	2.85961
GCF_006542625.1_Asia_NLE_v1	Nomascus leucogenys	Mammals	Mammals	Vertebrate animals	2843982884	35191847	1269103513	2.84807
GCF_004799645.1_ASM479964v1	Natronorubrum bangense	Archaea	Archaea	Archaea	4382412	3608724	3644094	1.00063
GCF_000025325.1_ASM2532v1	Haloterrigena turkmenica DSM 5511	Archaea	Archaea	Archaea	5440782	4401697	4428196	1.00069
GCF_007364275.1_fArcCen1	Archocentrus centrarchus	Actinoperi	Actinoperi	Vertebrate animals	932930362	45242203	513618430	1.76802
GCF_900324465.2_fAnaTes1.2	Anabas testudineus	Actinoperi	Actinoperi	Vertebrate animals	555658001	43407756	363325709	1.96703
GCF_000092305.1_ASM9230v1	Methanocaldococcus infernus ME	Archaea	Archaea	Archaea	1328194	1215995	1235884	1.00466
GCF_000740895.1_ASM74089v1	Theileria orientalis strain Shintoku	Apicomplexa	Unicellular Eukaryotes	Unicellular Eukaryotes	9010364	6147839	7386640	1.00024
GCF_016920845.1_GAculeatus_UGA_version5	Gasterosteus aculeatus aculeatus	Actinoperi	Actinoperi	Vertebrate animals	471894361	40936656	309959105	2.40363
GCF_000230735.2_ASM23073v3	Natrinema pellirubrum DSM 15624	Archaea	Archaea	Archaea	4354100	3572010	3596906	1.00064
GCF_005890195.1_ASM589019v1	Natrinema pallidum	Archaea	Archaea	Archaea	3778093	3127808	3153616	1.0006
GCF_009729055.1_ASM972905v1	Sulfurisphaera ohwakuensis	Archaea	Archaea	Archaea	2803915	2343660	2368456	1.0052
GCF_002706865.1_ASM270686v1	Spodoptera litura	Arthropods	Arthropods	Invertebrate animals	438956275	25461737	266249258	1.78386
GCF_000214015.3_version_140606	Ostreococcus tauri	Green algae	Green algae	Viridiplantae	13032761	10711808	11029500	1.00005
GCF_000019805.1_ASM1980v1	Pyrobaculum neutrophilum V24Sta	Archaea	Archaea	Archaea	1769823	1581135	1601430	1.00494
GCF_016545825.1_ASM1654582v1	Eucalyptus grandis	Flowering plants	Flowering plants	Viridiplantae	616530258	43849757	158756893	1.40845
GCF_002214385.1_ASM221438v1	Thermococcus gorgonarius	Archaea	Archaea	Archaea	1674122	1496872	1512577	1.00256
GCF_002214485.1_ASM221448v1	Thermococcus pacificus	Archaea	Archaea	Archaea	1785673	1589341	1605048	1.00294
GCF_016086655.2_UVic_Lsal_1.1	Lepeophtheirus salmonis	Arthropods	Arthropods	Invertebrate animals	650300227	21591210	175236137	1.60816
GCF_015220745.1_fSebUmb1.pri	Sebastes umbrosus	Actinoperi	Actinoperi	Vertebrate animals	800904020	44288298	600525700	2.67306
GCF_002214505.1_ASM221450v1	Thermococcus siculi	Archaea	Archaea	Archaea	2029167	1845458	1861922	1.00289
GCF_000024625.1_ASM2462v1	Methanocaldococcus vulcanius M7	Archaea	Archaea	Archaea	1761737	1476870	1493058	1.0012
GCF_002994745.2_RchiOBHm-V2	Rosa chinensis	Flowering plants	Flowering plants	Viridiplantae	515118979	41513710	134846416	1.70564
GCF_018296145.1_Otsh_v2.0	Oncorhynchus tshawytscha	Actinoperi	Actinoperi	Vertebrate animals	2294859190	70977889	1197754050	2.44867
GCF_002078355.1_ASM207835v1	Ferroplasma acidiphilum	Archaea	Archaea	Archaea	1826943	1575554	1589540	1.00229
GCF_003290485.1_ASM329048v1	Malassezia restricta	Fungi	Fungi	Fungi	7369627	6477932	6622264	1.00076
GCF_000018305.1_ASM1830v1	Caldivirga maquilingensis IC-167	Archaea	Archaea	Archaea	2077567	1814118	1828518	1.00195
GCF_000226095.1_ASM22609v1	Thermothelomyces thermophilus ATCC 42464	Fungi	Fungi	Fungi	38744216	12918689	18057546	1.00000
GCF_003201675.2_ASM320167v2	Metallosphaera hakonensis JCM 8857 = DSM 7519	Archaea	Archaea	Archaea	2544115	1991693	2013339	1.0047
GCF_000317375.1_MicOch1.0	Microtus ochrogaster	Mammals	Mammals	Vertebrate animals	2287340943	33754777	943175664	2.22947
